x               y               z               Bmag            
    -1.50130    -3.94510    -3.81084   162.79743
    -1.50046    -3.94370    -3.81049   162.93701
    -1.49963    -3.94230    -3.81013   163.07675
    -1.49879    -3.94090    -3.80977   163.21665
    -1.49796    -3.93951    -3.80942   163.35670
    -1.49712    -3.93811    -3.80906   163.49690
    -1.49629    -3.93671    -3.80870   163.63726
    -1.49545    -3.93532    -3.80834   163.77777
    -1.49462    -3.93392    -3.80798   163.91844
    -1.49378    -3.93252    -3.80762   164.05927
    -1.49295    -3.93113    -3.80726   164.20025
    -1.49211    -3.92973    -3.80690   164.34139
    -1.49128    -3.92833    -3.80654   164.48268
    -1.49044    -3.92693    -3.80618   164.62413
    -1.48961    -3.92554    -3.80582   164.76574
    -1.48878    -3.92414    -3.80546   164.90750
    -1.48794    -3.92274    -3.80509   165.04942
    -1.48711    -3.92135    -3.80473   165.19150
    -1.48627    -3.91995    -3.80437   165.33373
    -1.48544    -3.91855    -3.80400   165.47613
    -1.48461    -3.91716    -3.80364   165.61868
    -1.48377    -3.91576    -3.80328   165.76139
    -1.48294    -3.91436    -3.80291   165.90425
    -1.48211    -3.91297    -3.80255   166.04728
    -1.48127    -3.91157    -3.80218   166.19047
    -1.48044    -3.91017    -3.80182   166.33381
    -1.47961    -3.90878    -3.80145   166.47732
    -1.47878    -3.90738    -3.80109   166.62098
    -1.47794    -3.90598    -3.80072   166.76480
    -1.47711    -3.90459    -3.80035   166.90879
    -1.47628    -3.90319    -3.79998   167.05293
    -1.47545    -3.90179    -3.79962   167.19724
    -1.47462    -3.90040    -3.79925   167.34170
    -1.47379    -3.89900    -3.79888   167.48633
    -1.47295    -3.89760    -3.79851   167.63111
    -1.47212    -3.89621    -3.79814   167.77606
    -1.47129    -3.89481    -3.79777   167.92117
    -1.47046    -3.89341    -3.79740   168.06644
    -1.46963    -3.89202    -3.79703   168.21188
    -1.46880    -3.89062    -3.79666   168.35748
    -1.46797    -3.88922    -3.79629   168.50323
    -1.46714    -3.88783    -3.79592   168.64916
    -1.46631    -3.88643    -3.79555   168.79524
    -1.46548    -3.88504    -3.79517   168.94149
    -1.46465    -3.88364    -3.79480   169.08790
    -1.46382    -3.88224    -3.79443   169.23447
    -1.46299    -3.88085    -3.79406   169.38121
    -1.46216    -3.87945    -3.79368   169.52812
    -1.46133    -3.87805    -3.79331   169.67518
    -1.46050    -3.87666    -3.79293   169.82241
    -1.45967    -3.87526    -3.79256   169.96981
    -1.45884    -3.87386    -3.79218   170.11737
    -1.45801    -3.87247    -3.79181   170.26510
    -1.45718    -3.87107    -3.79143   170.41299
    -1.45635    -3.86968    -3.79106   170.56105
    -1.45552    -3.86828    -3.79068   170.70927
    -1.45470    -3.86688    -3.79030   170.85766
    -1.45387    -3.86549    -3.78993   171.00622
    -1.45304    -3.86409    -3.78955   171.15494
    -1.45221    -3.86269    -3.78917   171.30383
    -1.45138    -3.86130    -3.78879   171.45289
    -1.45056    -3.85990    -3.78841   171.60212
    -1.44973    -3.85851    -3.78803   171.75151
    -1.44890    -3.85711    -3.78765   171.90107
    -1.44807    -3.85571    -3.78727   172.05080
    -1.44725    -3.85432    -3.78689   172.20069
    -1.44642    -3.85292    -3.78651   172.35076
    -1.44559    -3.85153    -3.78613   172.50099
    -1.44477    -3.85013    -3.78575   172.65140
    -1.44394    -3.84873    -3.78537   172.80197
    -1.44311    -3.84734    -3.78499   172.95271
    -1.44229    -3.84594    -3.78460   173.10362
    -1.44146    -3.84455    -3.78422   173.25470
    -1.44063    -3.84315    -3.78384   173.40596
    -1.43981    -3.84176    -3.78345   173.55738
    -1.43898    -3.84036    -3.78307   173.70897
    -1.43816    -3.83896    -3.78269   173.86073
    -1.43733    -3.83757    -3.78230   174.01267
    -1.43650    -3.83617    -3.78192   174.16478
    -1.43568    -3.83478    -3.78153   174.31705
    -1.43485    -3.83338    -3.78114   174.46950
    -1.43403    -3.83199    -3.78076   174.62213
    -1.43320    -3.83059    -3.78037   174.77492
    -1.43238    -3.82919    -3.77998   174.92789
    -1.43156    -3.82780    -3.77960   175.08103
    -1.43073    -3.82640    -3.77921   175.23434
    -1.42991    -3.82501    -3.77882   175.38783
    -1.42908    -3.82361    -3.77843   175.54149
    -1.42826    -3.82222    -3.77804   175.69532
    -1.42743    -3.82082    -3.77765   175.84933
    -1.42661    -3.81942    -3.77727   176.00351
    -1.42579    -3.81803    -3.77688   176.15787
    -1.42496    -3.81663    -3.77648   176.31240
    -1.42414    -3.81524    -3.77609   176.46711
    -1.42332    -3.81384    -3.77570   176.62199
    -1.42249    -3.81245    -3.77531   176.77705
    -1.42167    -3.81105    -3.77492   176.93229
    -1.42085    -3.80966    -3.77453   177.08770
    -1.42003    -3.80826    -3.77413   177.24328
    -1.41920    -3.80687    -3.77374   177.39905
    -1.41838    -3.80547    -3.77335   177.55499
    -1.41756    -3.80408    -3.77295   177.71110
    -1.41674    -3.80268    -3.77256   177.86740
    -1.41591    -3.80129    -3.77217   178.02387
    -1.41509    -3.79989    -3.77177   178.18052
    -1.41427    -3.79849    -3.77138   178.33735
    -1.41345    -3.79710    -3.77098   178.49435
    -1.41263    -3.79570    -3.77058   178.65154
    -1.41181    -3.79431    -3.77019   178.80890
    -1.41099    -3.79291    -3.76979   178.96645
    -1.41017    -3.79152    -3.76939   179.12417
    -1.40934    -3.79012    -3.76900   179.28207
    -1.40852    -3.78873    -3.76860   179.44015
    -1.40770    -3.78733    -3.76820   179.59842
    -1.40688    -3.78594    -3.76780   179.75686
    -1.40606    -3.78454    -3.76740   179.91548
    -1.40524    -3.78315    -3.76700   180.07429
    -1.40442    -3.78175    -3.76661   180.23327
    -1.40360    -3.78036    -3.76620   180.39244
    -1.40278    -3.77896    -3.76580   180.55179
    -1.40196    -3.77757    -3.76540   180.71132
    -1.40114    -3.77618    -3.76500   180.87103
    -1.40032    -3.77478    -3.76460   181.03093
    -1.39951    -3.77339    -3.76420   181.19101
    -1.39869    -3.77199    -3.76380   181.35127
    -1.39787    -3.77060    -3.76339   181.51171
    -1.39705    -3.76920    -3.76299   181.67234
    -1.39623    -3.76781    -3.76259   181.83315
    -1.39541    -3.76641    -3.76218   181.99415
    -1.39459    -3.76502    -3.76178   182.15533
    -1.39378    -3.76362    -3.76138   182.31669
    -1.39296    -3.76223    -3.76097   182.47824
    -1.39214    -3.76083    -3.76057   182.63998
    -1.39132    -3.75944    -3.76016   182.80190
    -1.39050    -3.75805    -3.75975   182.96401
    -1.38969    -3.75665    -3.75935   183.12630
    -1.38887    -3.75526    -3.75894   183.28878
    -1.38805    -3.75386    -3.75853   183.45144
    -1.38724    -3.75247    -3.75813   183.61429
    -1.38642    -3.75107    -3.75772   183.77733
    -1.38560    -3.74968    -3.75731   183.94056
    -1.38479    -3.74828    -3.75690   184.10397
    -1.38397    -3.74689    -3.75649   184.26757
    -1.38315    -3.74550    -3.75608   184.43136
    -1.38234    -3.74410    -3.75567   184.59534
    -1.38152    -3.74271    -3.75526   184.75950
    -1.38071    -3.74131    -3.75485   184.92386
    -1.37989    -3.73992    -3.75444   185.08840
    -1.37907    -3.73853    -3.75403   185.25314
    -1.37826    -3.73713    -3.75362   185.41806
    -1.37744    -3.73574    -3.75321   185.58317
    -1.37663    -3.73434    -3.75279   185.74848
    -1.37581    -3.73295    -3.75238   185.91397
    -1.37500    -3.73156    -3.75197   186.07966
    -1.37418    -3.73016    -3.75155   186.24553
    -1.37337    -3.72877    -3.75114   186.41160
    -1.37255    -3.72737    -3.75073   186.57786
    -1.37174    -3.72598    -3.75031   186.74431
    -1.37093    -3.72459    -3.74990   186.91095
    -1.37011    -3.72319    -3.74948   187.07779
    -1.36930    -3.72180    -3.74907   187.24482
    -1.36848    -3.72040    -3.74865   187.41204
    -1.36767    -3.71901    -3.74823   187.57946
    -1.36686    -3.71762    -3.74782   187.74706
    -1.36604    -3.71622    -3.74740   187.91487
    -1.36523    -3.71483    -3.74698   188.08286
    -1.36442    -3.71344    -3.74656   188.25105
    -1.36361    -3.71204    -3.74614   188.41944
    -1.36279    -3.71065    -3.74573   188.58802
    -1.36198    -3.70926    -3.74531   188.75680
    -1.36117    -3.70786    -3.74489   188.92577
    -1.36036    -3.70647    -3.74447   189.09494
    -1.35954    -3.70508    -3.74405   189.26430
    -1.35873    -3.70368    -3.74363   189.43386
    -1.35792    -3.70229    -3.74321   189.60362
    -1.35711    -3.70090    -3.74278   189.77357
    -1.35630    -3.69950    -3.74236   189.94372
    -1.35549    -3.69811    -3.74194   190.11407
    -1.35467    -3.69672    -3.74152   190.28462
    -1.35386    -3.69532    -3.74110   190.45536
    -1.35305    -3.69393    -3.74067   190.62630
    -1.35224    -3.69254    -3.74025   190.79745
    -1.35143    -3.69114    -3.73982   190.96879
    -1.35062    -3.68975    -3.73940   191.14033
    -1.34981    -3.68836    -3.73898   191.31207
    -1.34900    -3.68696    -3.73855   191.48401
    -1.34819    -3.68557    -3.73812   191.65615
    -1.34738    -3.68418    -3.73770   191.82849
    -1.34657    -3.68278    -3.73727   192.00103
    -1.34576    -3.68139    -3.73685   192.17377
    -1.34495    -3.68000    -3.73642   192.34671
    -1.34414    -3.67861    -3.73599   192.51986
    -1.34333    -3.67721    -3.73556   192.69320
    -1.34252    -3.67582    -3.73514   192.86675
    -1.34171    -3.67443    -3.73471   193.04050
    -1.34091    -3.67303    -3.73428   193.21446
    -1.34010    -3.67164    -3.73385   193.38862
    -1.33929    -3.67025    -3.73342   193.56298
    -1.33848    -3.66886    -3.73299   193.73754
    -1.33767    -3.66746    -3.73256   193.91231
    -1.33686    -3.66607    -3.73213   194.08728
    -1.33606    -3.66468    -3.73170   194.26246
    -1.33525    -3.66329    -3.73127   194.43784
    -1.33444    -3.66189    -3.73083   194.61343
    -1.33363    -3.66050    -3.73040   194.78922
    -1.33283    -3.65911    -3.72997   194.96522
    -1.33202    -3.65772    -3.72954   195.14143
    -1.33121    -3.65632    -3.72910   195.31784
    -1.33041    -3.65493    -3.72867   195.49446
    -1.32960    -3.65354    -3.72823   195.67128
    -1.32879    -3.65215    -3.72780   195.84832
    -1.32799    -3.65075    -3.72736   196.02556
    -1.32718    -3.64936    -3.72693   196.20301
    -1.32637    -3.64797    -3.72649   196.38066
    -1.32557    -3.64658    -3.72606   196.55853
    -1.32476    -3.64519    -3.72562   196.73660
    -1.32396    -3.64379    -3.72518   196.91488
    -1.32315    -3.64240    -3.72475   197.09338
    -1.32234    -3.64101    -3.72431   197.27208
    -1.32154    -3.63962    -3.72387   197.45099
    -1.32073    -3.63823    -3.72343   197.63011
    -1.31993    -3.63683    -3.72299   197.80945
    -1.31912    -3.63544    -3.72256   197.98899
    -1.31832    -3.63405    -3.72212   198.16875
    -1.31752    -3.63266    -3.72168   198.34872
    -1.31671    -3.63127    -3.72124   198.52889
    -1.31591    -3.62988    -3.72080   198.70929
    -1.31510    -3.62848    -3.72035   198.88989
    -1.31430    -3.62709    -3.71991   199.07071
    -1.31350    -3.62570    -3.71947   199.25174
    -1.31269    -3.62431    -3.71903   199.43298
    -1.31189    -3.62292    -3.71859   199.61444
    -1.31108    -3.62153    -3.71814   199.79611
    -1.31028    -3.62013    -3.71770   199.97800
    -1.30948    -3.61874    -3.71726   200.16010
    -1.30868    -3.61735    -3.71681   200.34241
    -1.30787    -3.61596    -3.71637   200.52495
    -1.30707    -3.61457    -3.71592   200.70769
    -1.30627    -3.61318    -3.71548   200.89066
    -1.30547    -3.61179    -3.71503   201.07384
    -1.30466    -3.61039    -3.71459   201.25723
    -1.30386    -3.60900    -3.71414   201.44085
    -1.30306    -3.60761    -3.71369   201.62468
    -1.30226    -3.60622    -3.71325   201.80873
    -1.30146    -3.60483    -3.71280   201.99299
    -1.30066    -3.60344    -3.71235   202.17748
    -1.29985    -3.60205    -3.71190   202.36218
    -1.29905    -3.60066    -3.71146   202.54710
    -1.29825    -3.59927    -3.71101   202.73224
    -1.29745    -3.59787    -3.71056   202.91760
    -1.29665    -3.59648    -3.71011   203.10319
    -1.29585    -3.59509    -3.70966   203.28899
    -1.29505    -3.59370    -3.70921   203.47501
    -1.29425    -3.59231    -3.70876   203.66125
    -1.29345    -3.59092    -3.70831   203.84772
    -1.29265    -3.58953    -3.70785   204.03440
    -1.29185    -3.58814    -3.70740   204.22131
    -1.29105    -3.58675    -3.70695   204.40844
    -1.29025    -3.58536    -3.70650   204.59579
    -1.28945    -3.58397    -3.70604   204.78337
    -1.28865    -3.58258    -3.70559   204.97117
    -1.28785    -3.58119    -3.70514   205.15919
    -1.28705    -3.57980    -3.70468   205.34743
    -1.28626    -3.57841    -3.70423   205.53590
    -1.28546    -3.57702    -3.70377   205.72460
    -1.28466    -3.57562    -3.70332   205.91352
    -1.28386    -3.57423    -3.70286   206.10266
    -1.28306    -3.57284    -3.70241   206.29203
    -1.28227    -3.57145    -3.70195   206.48163
    -1.28147    -3.57006    -3.70149   206.67145
    -1.28067    -3.56867    -3.70104   206.86150
    -1.27987    -3.56728    -3.70058   207.05178
    -1.27907    -3.56589    -3.70012   207.24228
    -1.27828    -3.56450    -3.69966   207.43301
    -1.27748    -3.56311    -3.69920   207.62397
    -1.27668    -3.56172    -3.69874   207.81516
    -1.27589    -3.56033    -3.69828   208.00657
    -1.27509    -3.55894    -3.69783   208.19822
    -1.27429    -3.55755    -3.69736   208.39009
    -1.27350    -3.55616    -3.69690   208.58220
    -1.27270    -3.55477    -3.69644   208.77453
    -1.27191    -3.55338    -3.69598   208.96709
    -1.27111    -3.55199    -3.69552   209.15989
    -1.27031    -3.55061    -3.69506   209.35291
    -1.26952    -3.54922    -3.69460   209.54617
    -1.26872    -3.54783    -3.69413   209.73966
    -1.26793    -3.54644    -3.69367   209.93338
    -1.26713    -3.54505    -3.69321   210.12733
    -1.26634    -3.54366    -3.69274   210.32152
    -1.26554    -3.54227    -3.69228   210.51594
    -1.26475    -3.54088    -3.69181   210.71059
    -1.26395    -3.53949    -3.69135   210.90548
    -1.26316    -3.53810    -3.69088   211.10060
    -1.26237    -3.53671    -3.69042   211.29595
    -1.26157    -3.53532    -3.68995   211.49154
    -1.26078    -3.53393    -3.68948   211.68737
    -1.25998    -3.53254    -3.68902   211.88343
    -1.25919    -3.53115    -3.68855   212.07973
    -1.25840    -3.52977    -3.68808   212.27626
    -1.25760    -3.52838    -3.68761   212.47303
    -1.25681    -3.52699    -3.68714   212.67003
    -1.25602    -3.52560    -3.68667   212.86728
    -1.25523    -3.52421    -3.68621   213.06476
    -1.25443    -3.52282    -3.68574   213.26248
    -1.25364    -3.52143    -3.68527   213.46044
    -1.25285    -3.52004    -3.68479   213.65864
    -1.25206    -3.51865    -3.68432   213.85707
    -1.25126    -3.51727    -3.68385   214.05575
    -1.25047    -3.51588    -3.68338   214.25466
    -1.24968    -3.51449    -3.68291   214.45382
    -1.24889    -3.51310    -3.68244   214.65322
    -1.24810    -3.51171    -3.68196   214.85285
    -1.24731    -3.51032    -3.68149   215.05273
    -1.24652    -3.50893    -3.68102   215.25285
    -1.24572    -3.50755    -3.68054   215.45321
    -1.24493    -3.50616    -3.68007   215.65382
    -1.24414    -3.50477    -3.67959   215.85467
    -1.24335    -3.50338    -3.67912   216.05576
    -1.24256    -3.50199    -3.67864   216.25709
    -1.24177    -3.50060    -3.67817   216.45867
    -1.24098    -3.49922    -3.67769   216.66049
    -1.24019    -3.49783    -3.67722   216.86256
    -1.23940    -3.49644    -3.67674   217.06487
    -1.23861    -3.49505    -3.67626   217.26743
    -1.23782    -3.49366    -3.67578   217.47023
    -1.23703    -3.49228    -3.67531   217.67328
    -1.23625    -3.49089    -3.67483   217.87658
    -1.23546    -3.48950    -3.67435   218.08012
    -1.23467    -3.48811    -3.67387   218.28391
    -1.23388    -3.48673    -3.67339   218.48795
    -1.23309    -3.48534    -3.67291   218.69224
    -1.23230    -3.48395    -3.67243   218.89677
    -1.23151    -3.48256    -3.67195   219.10155
    -1.23073    -3.48117    -3.67147   219.30659
    -1.22994    -3.47979    -3.67099   219.51187
    -1.22915    -3.47840    -3.67050   219.71740
    -1.22836    -3.47701    -3.67002   219.92318
