x               y               z               Bmag            
    -2.00867    -4.75788    -3.95757   102.04705
    -2.00777    -4.75649    -3.95742   102.12408
    -2.00686    -4.75510    -3.95727   102.20119
    -2.00596    -4.75370    -3.95712   102.27837
    -2.00505    -4.75231    -3.95697   102.35563
    -2.00415    -4.75092    -3.95681   102.43296
    -2.00325    -4.74953    -3.95666   102.51036
    -2.00234    -4.74814    -3.95651   102.58783
    -2.00144    -4.74674    -3.95635   102.66538
    -2.00054    -4.74535    -3.95620   102.74300
    -1.99963    -4.74396    -3.95605   102.82070
    -1.99873    -4.74257    -3.95589   102.89847
    -1.99783    -4.74118    -3.95574   102.97631
    -1.99692    -4.73978    -3.95558   103.05423
    -1.99602    -4.73839    -3.95543   103.13222
    -1.99512    -4.73700    -3.95527   103.21029
    -1.99421    -4.73561    -3.95511   103.28843
    -1.99331    -4.73422    -3.95496   103.36664
    -1.99241    -4.73282    -3.95480   103.44493
    -1.99151    -4.73143    -3.95464   103.52329
    -1.99060    -4.73004    -3.95449   103.60173
    -1.98970    -4.72865    -3.95433   103.68024
    -1.98880    -4.72725    -3.95417   103.75883
    -1.98790    -4.72586    -3.95401   103.83749
    -1.98699    -4.72447    -3.95385   103.91622
    -1.98609    -4.72308    -3.95369   103.99503
    -1.98519    -4.72168    -3.95353   104.07392
    -1.98429    -4.72029    -3.95337   104.15288
    -1.98339    -4.71890    -3.95321   104.23192
    -1.98249    -4.71751    -3.95305   104.31103
    -1.98158    -4.71611    -3.95289   104.39022
    -1.98068    -4.71472    -3.95273   104.46948
    -1.97978    -4.71333    -3.95257   104.54882
    -1.97888    -4.71194    -3.95241   104.62823
    -1.97798    -4.71054    -3.95225   104.70772
    -1.97708    -4.70915    -3.95208   104.78729
    -1.97618    -4.70776    -3.95192   104.86693
    -1.97528    -4.70636    -3.95176   104.94665
    -1.97438    -4.70497    -3.95159   105.02644
    -1.97348    -4.70358    -3.95143   105.10631
    -1.97258    -4.70219    -3.95127   105.18626
    -1.97168    -4.70079    -3.95110   105.26628
    -1.97078    -4.69940    -3.95094   105.34638
    -1.96988    -4.69801    -3.95077   105.42656
    -1.96898    -4.69661    -3.95061   105.50681
    -1.96808    -4.69522    -3.95044   105.58714
    -1.96718    -4.69383    -3.95027   105.66755
    -1.96628    -4.69243    -3.95011   105.74803
    -1.96538    -4.69104    -3.94994   105.82859
    -1.96448    -4.68965    -3.94977   105.90923
    -1.96358    -4.68825    -3.94961   105.98994
    -1.96268    -4.68686    -3.94944   106.07074
    -1.96178    -4.68547    -3.94927   106.15161
    -1.96088    -4.68408    -3.94910   106.23255
    -1.95998    -4.68268    -3.94893   106.31358
    -1.95908    -4.68129    -3.94876   106.39468
    -1.95819    -4.67990    -3.94859   106.47586
    -1.95729    -4.67850    -3.94842   106.55712
    -1.95639    -4.67711    -3.94825   106.63846
    -1.95549    -4.67571    -3.94808   106.71987
    -1.95459    -4.67432    -3.94791   106.80137
    -1.95369    -4.67293    -3.94774   106.88294
    -1.95280    -4.67153    -3.94757   106.96459
    -1.95190    -4.67014    -3.94740   107.04631
    -1.95100    -4.66875    -3.94722   107.12812
    -1.95010    -4.66735    -3.94705   107.21001
    -1.94920    -4.66596    -3.94688   107.29197
    -1.94831    -4.66457    -3.94670   107.37401
    -1.94741    -4.66317    -3.94653   107.45614
    -1.94651    -4.66178    -3.94636   107.53834
    -1.94561    -4.66039    -3.94618   107.62062
    -1.94472    -4.65899    -3.94601   107.70298
    -1.94382    -4.65760    -3.94583   107.78542
    -1.94292    -4.65620    -3.94566   107.86794
    -1.94203    -4.65481    -3.94548   107.95053
    -1.94113    -4.65342    -3.94530   108.03321
    -1.94023    -4.65202    -3.94513   108.11597
    -1.93934    -4.65063    -3.94495   108.19881
    -1.93844    -4.64924    -3.94477   108.28172
    -1.93754    -4.64784    -3.94460   108.36472
    -1.93665    -4.64645    -3.94442   108.44780
    -1.93575    -4.64505    -3.94424   108.53096
    -1.93486    -4.64366    -3.94406   108.61419
    -1.93396    -4.64227    -3.94388   108.69751
    -1.93307    -4.64087    -3.94370   108.78091
    -1.93217    -4.63948    -3.94352   108.86439
    -1.93127    -4.63808    -3.94334   108.94795
    -1.93038    -4.63669    -3.94316   109.03159
    -1.92948    -4.63529    -3.94298   109.11531
    -1.92859    -4.63390    -3.94280   109.19912
    -1.92769    -4.63251    -3.94262   109.28300
    -1.92680    -4.63111    -3.94244   109.36697
    -1.92590    -4.62972    -3.94226   109.45101
    -1.92501    -4.62832    -3.94208   109.53514
    -1.92411    -4.62693    -3.94189   109.61935
    -1.92322    -4.62554    -3.94171   109.70364
    -1.92232    -4.62414    -3.94153   109.78801
    -1.92143    -4.62275    -3.94134   109.87247
    -1.92054    -4.62135    -3.94116   109.95701
    -1.91964    -4.61996    -3.94098   110.04162
    -1.91875    -4.61856    -3.94079   110.12633
    -1.91785    -4.61717    -3.94061   110.21111
    -1.91696    -4.61577    -3.94042   110.29597
    -1.91607    -4.61438    -3.94023   110.38092
    -1.91517    -4.61299    -3.94005   110.46595
    -1.91428    -4.61159    -3.93986   110.55107
    -1.91339    -4.61020    -3.93968   110.63626
    -1.91249    -4.60880    -3.93949   110.72154
    -1.91160    -4.60741    -3.93930   110.80690
    -1.91071    -4.60601    -3.93911   110.89235
    -1.90981    -4.60462    -3.93893   110.97787
    -1.90892    -4.60322    -3.93874   111.06348
    -1.90803    -4.60183    -3.93855   111.14918
    -1.90714    -4.60043    -3.93836   111.23496
    -1.90624    -4.59904    -3.93817   111.32082
    -1.90535    -4.59764    -3.93798   111.40676
    -1.90446    -4.59625    -3.93779   111.49279
    -1.90357    -4.59485    -3.93760   111.57890
    -1.90267    -4.59346    -3.93741   111.66510
    -1.90178    -4.59207    -3.93722   111.75138
    -1.90089    -4.59067    -3.93703   111.83774
    -1.90000    -4.58928    -3.93683   111.92419
    -1.89911    -4.58788    -3.93664   112.01073
    -1.89821    -4.58649    -3.93645   112.09734
    -1.89732    -4.58509    -3.93626   112.18405
    -1.89643    -4.58370    -3.93606   112.27083
    -1.89554    -4.58230    -3.93587   112.35770
    -1.89465    -4.58091    -3.93568   112.44466
    -1.89376    -4.57951    -3.93548   112.53170
    -1.89287    -4.57812    -3.93529   112.61883
    -1.89198    -4.57672    -3.93509   112.70604
    -1.89109    -4.57533    -3.93490   112.79334
    -1.89020    -4.57393    -3.93470   112.88072
    -1.88931    -4.57254    -3.93451   112.96819
    -1.88842    -4.57114    -3.93431   113.05574
    -1.88752    -4.56974    -3.93411   113.14338
    -1.88663    -4.56835    -3.93392   113.23111
    -1.88574    -4.56695    -3.93372   113.31892
    -1.88485    -4.56556    -3.93352   113.40682
    -1.88396    -4.56416    -3.93332   113.49480
    -1.88308    -4.56277    -3.93312   113.58287
    -1.88219    -4.56137    -3.93292   113.67102
    -1.88130    -4.55998    -3.93273   113.75927
    -1.88041    -4.55858    -3.93253   113.84760
    -1.87952    -4.55719    -3.93233   113.93601
    -1.87863    -4.55579    -3.93213   114.02451
    -1.87774    -4.55440    -3.93193   114.11310
    -1.87685    -4.55300    -3.93173   114.20178
    -1.87596    -4.55161    -3.93152   114.29054
    -1.87507    -4.55021    -3.93132   114.37940
    -1.87418    -4.54881    -3.93112   114.46833
    -1.87330    -4.54742    -3.93092   114.55736
    -1.87241    -4.54602    -3.93072   114.64647
    -1.87152    -4.54463    -3.93051   114.73567
    -1.87063    -4.54323    -3.93031   114.82496
    -1.86974    -4.54184    -3.93011   114.91434
    -1.86885    -4.54044    -3.92990   115.00380
    -1.86797    -4.53905    -3.92970   115.09336
    -1.86708    -4.53765    -3.92949   115.18300
    -1.86619    -4.53625    -3.92929   115.27273
    -1.86530    -4.53486    -3.92908   115.36254
    -1.86442    -4.53346    -3.92888   115.45245
    -1.86353    -4.53207    -3.92867   115.54244
    -1.86264    -4.53067    -3.92847   115.63253
    -1.86176    -4.52928    -3.92826   115.72270
    -1.86087    -4.52788    -3.92805   115.81296
    -1.85998    -4.52648    -3.92784   115.90331
    -1.85909    -4.52509    -3.92764   115.99375
    -1.85821    -4.52369    -3.92743   116.08428
    -1.85732    -4.52230    -3.92722   116.17490
    -1.85644    -4.52090    -3.92701   116.26561
    -1.85555    -4.51950    -3.92680   116.35640
    -1.85466    -4.51811    -3.92659   116.44729
    -1.85378    -4.51671    -3.92638   116.53827
    -1.85289    -4.51532    -3.92617   116.62933
    -1.85200    -4.51392    -3.92596   116.72049
    -1.85112    -4.51252    -3.92575   116.81174
    -1.85023    -4.51113    -3.92554   116.90308
    -1.84935    -4.50973    -3.92533   116.99451
    -1.84846    -4.50834    -3.92512   117.08602
    -1.84758    -4.50694    -3.92490   117.17763
    -1.84669    -4.50554    -3.92469   117.26933
    -1.84581    -4.50415    -3.92448   117.36112
    -1.84492    -4.50275    -3.92427   117.45301
    -1.84404    -4.50136    -3.92405   117.54498
    -1.84315    -4.49996    -3.92384   117.63704
    -1.84227    -4.49856    -3.92362   117.72920
    -1.84138    -4.49717    -3.92341   117.82145
    -1.84050    -4.49577    -3.92319   117.91378
    -1.83961    -4.49438    -3.92298   118.00622
    -1.83873    -4.49298    -3.92276   118.09874
    -1.83785    -4.49158    -3.92255   118.19135
    -1.83696    -4.49019    -3.92233   118.28406
    -1.83608    -4.48879    -3.92211   118.37686
    -1.83519    -4.48739    -3.92190   118.46975
    -1.83431    -4.48600    -3.92168   118.56273
    -1.83343    -4.48460    -3.92146   118.65580
    -1.83254    -4.48320    -3.92124   118.74897
    -1.83166    -4.48181    -3.92102   118.84223
    -1.83078    -4.48041    -3.92081   118.93559
    -1.82989    -4.47902    -3.92059   119.02903
    -1.82901    -4.47762    -3.92037   119.12257
    -1.82813    -4.47622    -3.92015   119.21620
    -1.82725    -4.47483    -3.91993   119.30993
    -1.82636    -4.47343    -3.91971   119.40375
    -1.82548    -4.47203    -3.91949   119.49766
    -1.82460    -4.47064    -3.91926   119.59167
    -1.82372    -4.46924    -3.91904   119.68577
    -1.82283    -4.46784    -3.91882   119.77996
    -1.82195    -4.46645    -3.91860   119.87425
    -1.82107    -4.46505    -3.91838   119.96863
    -1.82019    -4.46365    -3.91815   120.06311
    -1.81931    -4.46226    -3.91793   120.15768
    -1.81843    -4.46086    -3.91771   120.25235
    -1.81754    -4.45946    -3.91748   120.34711
    -1.81666    -4.45807    -3.91726   120.44196
    -1.81578    -4.45667    -3.91703   120.53691
    -1.81490    -4.45527    -3.91681   120.63196
    -1.81402    -4.45388    -3.91658   120.72710
    -1.81314    -4.45248    -3.91636   120.82233
    -1.81226    -4.45108    -3.91613   120.91766
    -1.81138    -4.44969    -3.91590   121.01309
    -1.81050    -4.44829    -3.91568   121.10861
    -1.80962    -4.44689    -3.91545   121.20423
    -1.80874    -4.44550    -3.91522   121.29994
    -1.80785    -4.44410    -3.91499   121.39575
    -1.80697    -4.44270    -3.91477   121.49165
    -1.80609    -4.44131    -3.91454   121.58765
    -1.80521    -4.43991    -3.91431   121.68375
    -1.80434    -4.43851    -3.91408   121.77994
    -1.80346    -4.43712    -3.91385   121.87623
    -1.80258    -4.43572    -3.91362   121.97262
    -1.80170    -4.43432    -3.91339   122.06910
    -1.80082    -4.43293    -3.91316   122.16568
    -1.79994    -4.43153    -3.91293   122.26236
    -1.79906    -4.43013    -3.91270   122.35913
    -1.79818    -4.42873    -3.91246   122.45601
    -1.79730    -4.42734    -3.91223   122.55298
    -1.79642    -4.42594    -3.91200   122.65004
    -1.79554    -4.42454    -3.91177   122.74721
    -1.79467    -4.42315    -3.91153   122.84447
    -1.79379    -4.42175    -3.91130   122.94183
    -1.79291    -4.42035    -3.91107   123.03929
    -1.79203    -4.41896    -3.91083   123.13684
    -1.79115    -4.41756    -3.91060   123.23450
    -1.79027    -4.41616    -3.91036   123.33225
    -1.78940    -4.41476    -3.91013   123.43010
    -1.78852    -4.41337    -3.90989   123.52805
    -1.78764    -4.41197    -3.90965   123.62610
    -1.78676    -4.41057    -3.90942   123.72425
    -1.78589    -4.40918    -3.90918   123.82249
    -1.78501    -4.40778    -3.90894   123.92084
    -1.78413    -4.40638    -3.90871   124.01928
    -1.78325    -4.40498    -3.90847   124.11783
    -1.78238    -4.40359    -3.90823   124.21647
    -1.78150    -4.40219    -3.90799   124.31521
    -1.78062    -4.40079    -3.90775   124.41406
    -1.77975    -4.39940    -3.90751   124.51300
    -1.77887    -4.39800    -3.90728   124.61204
    -1.77799    -4.39660    -3.90704   124.71119
    -1.77712    -4.39520    -3.90680   124.81043
    -1.77624    -4.39381    -3.90655   124.90977
    -1.77537    -4.39241    -3.90631   125.00922
    -1.77449    -4.39101    -3.90607   125.10876
    -1.77361    -4.38962    -3.90583   125.20841
    -1.77274    -4.38822    -3.90559   125.30816
    -1.77186    -4.38682    -3.90535   125.40800
    -1.77099    -4.38542    -3.90510   125.50795
    -1.77011    -4.38403    -3.90486   125.60800
    -1.76924    -4.38263    -3.90462   125.70815
    -1.76836    -4.38123    -3.90437   125.80841
    -1.76749    -4.37983    -3.90413   125.90876
    -1.76661    -4.37844    -3.90389   126.00922
    -1.76574    -4.37704    -3.90364   126.10978
    -1.76486    -4.37564    -3.90340   126.21044
    -1.76399    -4.37424    -3.90315   126.31120
    -1.76311    -4.37285    -3.90290   126.41207
    -1.76224    -4.37145    -3.90266   126.51303
    -1.76137    -4.37005    -3.90241   126.61411
    -1.76049    -4.36865    -3.90216   126.71528
    -1.75962    -4.36726    -3.90192   126.81655
    -1.75874    -4.36586    -3.90167   126.91793
    -1.75787    -4.36446    -3.90142   127.01942
    -1.75700    -4.36306    -3.90117   127.12100
    -1.75612    -4.36167    -3.90092   127.22269
    -1.75525    -4.36027    -3.90068   127.32448
    -1.75438    -4.35887    -3.90043   127.42638
    -1.75350    -4.35747    -3.90018   127.52838
    -1.75263    -4.35608    -3.89993   127.63048
    -1.75176    -4.35468    -3.89968   127.73269
    -1.75089    -4.35328    -3.89943   127.83500
    -1.75001    -4.35188    -3.89917   127.93742
    -1.74914    -4.35049    -3.89892   128.03994
    -1.74827    -4.34909    -3.89867   128.14256
    -1.74740    -4.34769    -3.89842   128.24529
    -1.74652    -4.34629    -3.89817   128.34813
    -1.74565    -4.34490    -3.89791   128.45107
    -1.74478    -4.34350    -3.89766   128.55411
    -1.74391    -4.34210    -3.89741   128.65726
    -1.74304    -4.34070    -3.89715   128.76052
    -1.74217    -4.33931    -3.89690   128.86388
    -1.74129    -4.33791    -3.89664   128.96735
    -1.74042    -4.33651    -3.89639   129.07092
    -1.73955    -4.33511    -3.89613   129.17460
    -1.73868    -4.33371    -3.89588   129.27838
    -1.73781    -4.33232    -3.89562   129.38227
    -1.73694    -4.33092    -3.89536   129.48627
    -1.73607    -4.32952    -3.89511   129.59037
    -1.73520    -4.32812    -3.89485   129.69458
    -1.73433    -4.32673    -3.89459   129.79890
    -1.73346    -4.32533    -3.89434   129.90333
    -1.73259    -4.32393    -3.89408   130.00786
    -1.73172    -4.32253    -3.89382   130.11249
    -1.73085    -4.32113    -3.89356   130.21724
    -1.72998    -4.31974    -3.89330   130.32209
    -1.72911    -4.31834    -3.89304   130.42705
    -1.72824    -4.31694    -3.89278   130.53212
    -1.72737    -4.31554    -3.89252   130.63730
    -1.72650    -4.31415    -3.89226   130.74258
    -1.72563    -4.31275    -3.89200   130.84797
    -1.72476    -4.31135    -3.89174   130.95348
    -1.72389    -4.30995    -3.89148   131.05908
    -1.72302    -4.30855    -3.89121   131.16480
    -1.72215    -4.30716    -3.89095   131.27063
    -1.72128    -4.30576    -3.89069   131.37656
    -1.72041    -4.30436    -3.89042   131.48261
    -1.71955    -4.30296    -3.89016   131.58876
    -1.71868    -4.30157    -3.88990   131.69502
    -1.71781    -4.30017    -3.88963   131.80140
    -1.71694    -4.29877    -3.88937   131.90788
    -1.71607    -4.29737    -3.88910   132.01447
    -1.71521    -4.29597    -3.88884   132.12117
    -1.71434    -4.29458    -3.88857   132.22798
    -1.71347    -4.29318    -3.88831   132.33490
    -1.71260    -4.29178    -3.88804   132.44193
    -1.71174    -4.29038    -3.88777   132.54908
    -1.71087    -4.28898    -3.88751   132.65633
    -1.71000    -4.28759    -3.88724   132.76369
    -1.70913    -4.28619    -3.88697   132.87117
    -1.70827    -4.28479    -3.88670   132.97875
    -1.70740    -4.28339    -3.88643   133.08645
    -1.70653    -4.28199    -3.88616   133.19426
    -1.70567    -4.28060    -3.88590   133.30217
    -1.70480    -4.27920    -3.88563   133.41020
    -1.70393    -4.27780    -3.88536   133.51835
    -1.70307    -4.27640    -3.88509   133.62660
    -1.70220    -4.27500    -3.88481   133.73497
    -1.70134    -4.27361    -3.88454   133.84345
    -1.70047    -4.27221    -3.88427   133.95204
    -1.69960    -4.27081    -3.88400   134.06074
    -1.69874    -4.26941    -3.88373   134.16955
    -1.69787    -4.26801    -3.88346   134.27848
    -1.69701    -4.26662    -3.88318   134.38752
    -1.69614    -4.26522    -3.88291   134.49668
    -1.69528    -4.26382    -3.88264   134.60595
    -1.69441    -4.26242    -3.88236   134.71533
    -1.69355    -4.26102    -3.88209   134.82482
    -1.69268    -4.25963    -3.88181   134.93443
    -1.69182    -4.25823    -3.88154   135.04415
    -1.69095    -4.25683    -3.88126   135.15398
    -1.69009    -4.25543    -3.88099   135.26393
    -1.68922    -4.25403    -3.88071   135.37400
    -1.68836    -4.25264    -3.88044   135.48416
    -1.68750    -4.25124    -3.88016   135.59445
    -1.68663    -4.24984    -3.87988   135.70486
    -1.68577    -4.24844    -3.87960   135.81538
    -1.68491    -4.24704    -3.87933   135.92602
    -1.68404    -4.24564    -3.87905   136.03677
    -1.68318    -4.24425    -3.87877   136.14764
    -1.68232    -4.24285    -3.87849   136.25862
    -1.68145    -4.24145    -3.87821   136.36972
    -1.68059    -4.24005    -3.87793   136.48094
    -1.67973    -4.23865    -3.87765   136.59227
    -1.67886    -4.23726    -3.87737   136.70371
    -1.67800    -4.23586    -3.87709   136.81527
    -1.67714    -4.23446    -3.87681   136.92695
    -1.67628    -4.23306    -3.87653   137.03875
    -1.67541    -4.23166    -3.87625   137.15066
    -1.67455    -4.23027    -3.87596   137.26269
    -1.67369    -4.22887    -3.87568   137.37483
    -1.67283    -4.22747    -3.87540   137.48709
    -1.67197    -4.22607    -3.87512   137.59947
    -1.67110    -4.22467    -3.87483   137.71197
    -1.67024    -4.22327    -3.87455   137.82459
    -1.66938    -4.22188    -3.87426   137.93732
    -1.66852    -4.22048    -3.87398   138.05017
    -1.66766    -4.21908    -3.87369   138.16314
    -1.66680    -4.21768    -3.87341   138.27622
    -1.66594    -4.21628    -3.87312   138.38943
    -1.66507    -4.21489    -3.87284   138.50275
    -1.66421    -4.21349    -3.87255   138.61619
    -1.66335    -4.21209    -3.87226   138.72975
    -1.66249    -4.21069    -3.87198   138.84343
    -1.66163    -4.20929    -3.87169   138.95723
    -1.66077    -4.20789    -3.87140   139.07115
    -1.65991    -4.20650    -3.87111   139.18519
    -1.65905    -4.20510    -3.87082   139.29934
    -1.65819    -4.20370    -3.87054   139.41362
    -1.65733    -4.20230    -3.87025   139.52802
    -1.65647    -4.20090    -3.86996   139.64253
    -1.65561    -4.19951    -3.86967   139.75717
    -1.65475    -4.19811    -3.86938   139.87193
    -1.65390    -4.19671    -3.86909   139.98681
    -1.65304    -4.19531    -3.86879   140.10180
    -1.65218    -4.19391    -3.86850   140.21692
    -1.65132    -4.19251    -3.86821   140.33216
    -1.65046    -4.19112    -3.86792   140.44753
    -1.64960    -4.18972    -3.86763   140.56301
    -1.64874    -4.18832    -3.86733   140.67861
    -1.64788    -4.18692    -3.86704   140.79434
    -1.64703    -4.18552    -3.86675   140.91019
    -1.64617    -4.18413    -3.86645   141.02616
    -1.64531    -4.18273    -3.86616   141.14225
    -1.64445    -4.18133    -3.86586   141.25846
    -1.64359    -4.17993    -3.86557   141.37480
    -1.64274    -4.17853    -3.86527   141.49126
    -1.64188    -4.17713    -3.86498   141.60784
    -1.64102    -4.17574    -3.86468   141.72455
    -1.64016    -4.17434    -3.86438   141.84137
    -1.63931    -4.17294    -3.86409   141.95832
    -1.63845    -4.17154    -3.86379   142.07540
    -1.63759    -4.17014    -3.86349   142.19260
    -1.63674    -4.16875    -3.86320   142.30992
    -1.63588    -4.16735    -3.86290   142.42737
    -1.63502    -4.16595    -3.86260   142.54494
    -1.63417    -4.16455    -3.86230   142.66263
    -1.63331    -4.16315    -3.86200   142.78045
    -1.63245    -4.16175    -3.86170   142.89839
    -1.63160    -4.16036    -3.86140   143.01646
    -1.63074    -4.15896    -3.86110   143.13465
    -1.62989    -4.15756    -3.86080   143.25297
    -1.62903    -4.15616    -3.86050   143.37142
    -1.62818    -4.15476    -3.86020   143.48998
    -1.62732    -4.15337    -3.85989   143.60868
    -1.62646    -4.15197    -3.85959   143.72750
    -1.62561    -4.15057    -3.85929   143.84645
    -1.62475    -4.14917    -3.85899   143.96552
    -1.62390    -4.14777    -3.85868   144.08472
    -1.62304    -4.14637    -3.85838   144.20404
    -1.62219    -4.14498    -3.85807   144.32349
    -1.62134    -4.14358    -3.85777   144.44307
    -1.62048    -4.14218    -3.85747   144.56278
    -1.61963    -4.14078    -3.85716   144.68261
    -1.61877    -4.13938    -3.85686   144.80257
    -1.61792    -4.13799    -3.85655   144.92265
    -1.61707    -4.13659    -3.85624   145.04287
    -1.61621    -4.13519    -3.85594   145.16321
    -1.61536    -4.13379    -3.85563   145.28368
    -1.61450    -4.13239    -3.85532   145.40428
    -1.61365    -4.13099    -3.85501   145.52501
    -1.61280    -4.12960    -3.85471   145.64586
    -1.61194    -4.12820    -3.85440   145.76685
    -1.61109    -4.12680    -3.85409   145.88796
    -1.61024    -4.12540    -3.85378   146.00920
    -1.60939    -4.12400    -3.85347   146.13057
    -1.60853    -4.12261    -3.85316   146.25207
    -1.60768    -4.12121    -3.85285   146.37370
    -1.60683    -4.11981    -3.85254   146.49546
    -1.60598    -4.11841    -3.85223   146.61735
    -1.60512    -4.11701    -3.85192   146.73937
    -1.60427    -4.11561    -3.85161   146.86152
    -1.60342    -4.11422    -3.85129   146.98380
    -1.60257    -4.11282    -3.85098   147.10621
    -1.60172    -4.11142    -3.85067   147.22875
    -1.60087    -4.11002    -3.85036   147.35142
    -1.60001    -4.10862    -3.85004   147.47422
    -1.59916    -4.10723    -3.84973   147.59716
    -1.59831    -4.10583    -3.84941   147.72022
    -1.59746    -4.10443    -3.84910   147.84342
    -1.59661    -4.10303    -3.84878   147.96675
    -1.59576    -4.10163    -3.84847   148.09021
    -1.59491    -4.10024    -3.84815   148.21380
    -1.59406    -4.09884    -3.84784   148.33753
    -1.59321    -4.09744    -3.84752   148.46138
    -1.59236    -4.09604    -3.84720   148.58537
    -1.59151    -4.09464    -3.84689   148.70950
    -1.59066    -4.09325    -3.84657   148.83375
    -1.58981    -4.09185    -3.84625   148.95814
    -1.58896    -4.09045    -3.84593   149.08267
    -1.58811    -4.08905    -3.84561   149.20732
    -1.58726    -4.08765    -3.84530   149.33211
    -1.58641    -4.08626    -3.84498   149.45704
    -1.58556    -4.08486    -3.84466   149.58209
    -1.58471    -4.08346    -3.84434   149.70729
    -1.58386    -4.08206    -3.84402   149.83261
    -1.58301    -4.08066    -3.84370   149.95808
    -1.58217    -4.07927    -3.84337   150.08367
    -1.58132    -4.07787    -3.84305   150.20940
    -1.58047    -4.07647    -3.84273   150.33527
    -1.57962    -4.07507    -3.84241   150.46127
    -1.57877    -4.07367    -3.84209   150.58741
    -1.57792    -4.07228    -3.84176   150.71368
    -1.57708    -4.07088    -3.84144   150.84009
    -1.57623    -4.06948    -3.84112   150.96664
    -1.57538    -4.06808    -3.84079   151.09332
    -1.57453    -4.06668    -3.84047   151.22014
    -1.57369    -4.06529    -3.84014   151.34709
    -1.57284    -4.06389    -3.83982   151.47418
    -1.57199    -4.06249    -3.83949   151.60141
    -1.57114    -4.06109    -3.83917   151.72878
    -1.57030    -4.05969    -3.83884   151.85628
    -1.56945    -4.05830    -3.83851   151.98392
    -1.56860    -4.05690    -3.83819   152.11170
    -1.56776    -4.05550    -3.83786   152.23961
    -1.56691    -4.05410    -3.83753   152.36767
    -1.56606    -4.05270    -3.83720   152.49586
    -1.56522    -4.05131    -3.83688   152.62419
    -1.56437    -4.04991    -3.83655   152.75266
    -1.56353    -4.04851    -3.83622   152.88127
    -1.56268    -4.04711    -3.83589   153.01002
    -1.56184    -4.04572    -3.83556   153.13891
    -1.56099    -4.04432    -3.83523   153.26793
    -1.56015    -4.04292    -3.83490   153.39710
    -1.55930    -4.04152    -3.83457   153.52641
    -1.55845    -4.04012    -3.83423   153.65585
    -1.55761    -4.03873    -3.83390   153.78544
    -1.55677    -4.03733    -3.83357   153.91517
    -1.55592    -4.03593    -3.83324   154.04503
    -1.55508    -4.03453    -3.83291   154.17504
    -1.55423    -4.03313    -3.83257   154.30519
    -1.55339    -4.03174    -3.83224   154.43548
    -1.55254    -4.03034    -3.83190   154.56591
    -1.55170    -4.02894    -3.83157   154.69649
    -1.55086    -4.02754    -3.83124   154.82720
    -1.55001    -4.02615    -3.83090   154.95806
    -1.54917    -4.02475    -3.83057   155.08906
    -1.54832    -4.02335    -3.83023   155.22020
    -1.54748    -4.02195    -3.82989   155.35149
    -1.54664    -4.02056    -3.82956   155.48291
    -1.54579    -4.01916    -3.82922   155.61448
    -1.54495    -4.01776    -3.82888   155.74619
    -1.54411    -4.01636    -3.82855   155.87805
    -1.54327    -4.01496    -3.82821   156.01005
    -1.54242    -4.01357    -3.82787   156.14219
    -1.54158    -4.01217    -3.82753   156.27448
    -1.54074    -4.01077    -3.82719   156.40691
    -1.53990    -4.00937    -3.82685   156.53949
    -1.53905    -4.00798    -3.82651   156.67221
    -1.53821    -4.00658    -3.82617   156.80507
    -1.53737    -4.00518    -3.82583   156.93808
    -1.53653    -4.00378    -3.82549   157.07124
    -1.53569    -4.00239    -3.82515   157.20454
    -1.53485    -4.00099    -3.82481   157.33798
    -1.53401    -3.99959    -3.82447   157.47158
    -1.53316    -3.99819    -3.82412   157.60531
    -1.53232    -3.99680    -3.82378   157.73920
    -1.53148    -3.99540    -3.82344   157.87323
    -1.53064    -3.99400    -3.82310   158.00740
    -1.52980    -3.99260    -3.82275   158.14172
    -1.52896    -3.99121    -3.82241   158.27619
    -1.52812    -3.98981    -3.82206   158.41081
    -1.52728    -3.98841    -3.82172   158.54557
    -1.52644    -3.98701    -3.82137   158.68049
    -1.52560    -3.98562    -3.82103   158.81555
    -1.52476    -3.98422    -3.82068   158.95075
    -1.52392    -3.98282    -3.82033   159.08611
    -1.52308    -3.98142    -3.81999   159.22161
    -1.52224    -3.98003    -3.81964   159.35726
    -1.52140    -3.97863    -3.81929   159.49306
    -1.52056    -3.97723    -3.81895   159.62901
    -1.51972    -3.97583    -3.81860   159.76511
    -1.51889    -3.97444    -3.81825   159.90136
    -1.51805    -3.97304    -3.81790   160.03776
    -1.51721    -3.97164    -3.81755   160.17430
    -1.51637    -3.97024    -3.81720   160.31100
    -1.51553    -3.96885    -3.81685   160.44785
    -1.51469    -3.96745    -3.81650   160.58485
    -1.51385    -3.96605    -3.81615   160.72200
    -1.51302    -3.96466    -3.81580   160.85929
    -1.51218    -3.96326    -3.81545   160.99674
    -1.51134    -3.96186    -3.81510   161.13435
    -1.51050    -3.96046    -3.81474   161.27210
    -1.50967    -3.95907    -3.81439   161.41000
    -1.50883    -3.95767    -3.81404   161.54806
    -1.50799    -3.95627    -3.81368   161.68627
    -1.50716    -3.95488    -3.81333   161.82463
    -1.50632    -3.95348    -3.81298   161.96314
    -1.50548    -3.95208    -3.81262   162.10180
    -1.50464    -3.95068    -3.81227   162.24062
    -1.50381    -3.94929    -3.81191   162.37959
    -1.50297    -3.94789    -3.81156   162.51872
    -1.50214    -3.94649    -3.81120   162.65800
